Forced Category,DENK: strategie en doelen,ORGANISEER: ,quadrant,ring,status,"Label
",File Path,Section 1 # Titel,Section 2## Wat wordt hiermee bedoeld?,Section 3 ## Hoe staan we ervoor?,Section 4 ## Waar kan ik hier meer over lezen?,label,link,Section 5,Section 6,Section 7,Section 8,Category,New Category
Innovatie & Optimalisatie,,,2,2,0,"Green Builds
",C:\Users\jelle\Downloads\wiki\greenBuilds.md,"# Green Builds
","## Wat wordt hiermee bedoeld?
Met Green builds bedoelen we in dit geval niet dat de code werkt. Green builds zijn software builds die zijn geoptimaliseerd om de CO2-uitstoot en het energieverbruik tijdens het bouwproces van software te minimaliseren. Dit concept is onderdeel van green software engineering, waar de focus ligt op het verminderen van de milieu-impact van softwareontwikkeling en -gebruik. Bij een green build worden specifieke technieken en tools ingezet om de energie-efficiëntie te verhogen en de CO2 uitstoot van de build-pipelines te verlagen. Andere voordelen:

- Green builds kunnen worden gepland op momenten dat de energieproductie in de regio van het datacenter voornamelijk afkomstig is van hernieuwbare bronnen (zoals zonne- en windenergie). Hierdoor wordt de software gebouwd op momenten dat de CO2-intensiteit van de energieproductie laag is, wat de ecologische voetafdruk van het bouwproces vermindert.

- Green builds minimaliseren verspilling in het bouwproces door hergebruik van builds, caching en slim versiebeheer. Dit voorkomt dat dezelfde taken herhaaldelijk worden uitgevoerd, wat energieverbruik bespaart.

- Een voorbeeld is in plaats van de hele codebase elke keer opnieuw te bouwen, alleen de onderdelen die daadwerkelijk zijn veranderd opnieuw op te bouwen, wat energie en tijd bespaart.
","## Hoe staan we ervoor?
Wigo4it kan nog een stuk meer doen in relatie tot green builds. Een paar zaken doen we al wel:

- Tijdens technical debt sprints kijken we of build pipelines niet efficiënter kunnen. Dit doen we met behulp van AI (Github Copilot). Klinkt een beetje paradoxaal, maar zolang de AI onze code kan verbeteren om duurzamere en efficiëntere builds en pipelines te draaien verdiend de uitstoot zich terug!

- We zouden graag builds gaan draaien op momenten dat er groene stroom beschikbaar is in de nacht. Dit gebeurd nu nog steeds in West Europe. Het zou tof zijn om dit bijvoorbeeld met behulp van de Carbon Aware SDK zo te bouwen dat de builds draaien op kernenergie in Frankfrijk. 

- Toekomst: “Waarom zijn green builds bij Wigo4it zo populair? Omdat ze altijd een groene vlag krijgen in de pipeline en de enige ‘bugs’ die je tegenkomt, zijn milieuvriendelijk!” ????
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wigo4it.nl/?utm=duurzaamheidsradar"">Wigo4it website</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,0,0,"Green Coding
",C:\Users\jelle\Downloads\wiki\greenCoding.md,"# Green Coding
","## Wat wordt hiermee bedoeld?
Thuis zijn we allemaal bezig zonnenpanelen, isolatie, warmtepompen etc., op werk lijken we tijdens het bouwen van software amper bezig met duurzaamheid. Green coding (ook wel duurzame softwareontwikkeling genoemd) is het praktijk van het schrijven van energie-efficiënte code om de ecologische voetafdruk van software te verminderen. Het gaat om bewust programmeren met oog voor de hoeveelheid energie en rekenkracht die een applicatie verbruikt, en het optimaliseren van code om energieverspilling te minimaliseren. De positieve impact van green coding:

- Optimalere code kan het energieverbruik van datacenters, servers en apparaten verlagen, wat niet alleen goed is voor het milieu, maar ook kosten bespaart voor bedrijven.

- Efficiëntere software betekent dat hardware langer meegaat, omdat deze minder zwaar belast wordt. Hierdoor kan de levensduur van apparaten worden verlengd, wat bijdraagt aan minder elektronisch afval.

- Green coding leidt vaak tot snellere applicaties en betere prestaties, wat de gebruikerservaring verbetert zonder onnodig energie te verbruiken.
","## Hoe staan we ervoor?
Wigo4it is zich bewust van de impact die green coding kan maken. Zo zijn we bijvoorbeeld al van ['Python'](wiki.html?page=python) afgestapt en gebruiken we duurzame programmeertalen. 

- Code hebben we dusdanig efficiënt geschreven dat onze builds en pipelines zo kort mogelijk draaien. 

- Green coding helpt Wigo4it haar duurzaamheidsdoelstellingen te behalen, wat ons een interessante werkgever maakt.

- <a href=""https://carbon-aware-sdk.greensoftware.foundation/"">Carbon Aware SDK</a> is een super tof initiatief waar we nog te weinig mee doen. Deze gaan we binnenkort inzetten op onze FunovationDay!

- Waarom zijn Python-programmeurs zo goed in green coding? Omdat ze 'garbage collection' automatisch doen!

![alt text](wiki/greencoding.png)
","## Waar kan ik hier meer over lezen?
- <a href=""https://datascience.aero/green-programming-reducing-your-carbon-emissions-when-coding/"">Reducing Carbon Emissions when coding</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,0,0,0,"Green Software Patterns
",C:\Users\jelle\Downloads\wiki\greenSoftwarePatterns.md,"# Green Software Patterns
","## Wat wordt hiermee bedoeld?
De Green Software Patterns van de Green Software Foundation zijn een verzameling ontwerp- en ontwikkelpraktijken die gericht zijn op het bouwen van energie-efficiënte en milieuvriendelijke software. Deze patronen helpen ontwikkelaars en organisaties om de koolstofuitstoot die gepaard gaat met hun softwareoperaties te verminderen. Ze bieden richtlijnen om software te maken die minder energie verbruikt, efficiënter schaalt, en de impact op IT-infrastructuur en het milieu vermindert. Wat maakt de Green Software Patterns zo tof?:

- De patronen zijn praktisch en eenvoudig te implementeren. Ze bieden concrete oplossingen, zoals Idle Management (het in slaapstand zetten van software wanneer deze niet actief is) of Energy-Proportionality (resources alleen gebruiken op basis van de werkelijke vraag). Dit maakt het voor ontwikkelaars makkelijk om software energie-efficiënter te maken zonder dat ze diepgaande kennis van duurzaamheid nodig hebben.

- De patronen zijn niet beperkt tot een specifiek domein; ze kunnen worden gebruikt in verschillende fases van softwareontwikkeling, van het ontwerpen van infrastructuur tot het optimaliseren van algoritmen en zelfs het verminderen van netwerkgebruik. Of het nu gaat om applicaties in de cloud, mobiele apps of grote bedrijfssoftware, de patronen helpen overal bij het verlagen van energieverbruik.

- DevOps-teams kunnen de patronen gebruiken om workloads in cloudomgevingen te optimaliseren, zoals het selecteren van datacenters in regio's met meer hernieuwbare energie, of taken uitvoeren op momenten van de dag met lagere CO2-uitstoot.
","## Hoe staan we ervoor?
Wigo4it heeft een enkel patroon al wel doorgevoerd, maar dit mag nog wel wat meer:

- We scalen automatisch onze workloads naar 0 als er niets wordt gebruikt. 

- In de planning staat om aan de slag te gaan met workloads draaien op momenten wanneer er groene energie beschikbaar is. Bijvoorbeeld batchverwerking in de nacht op hydro-power in Zweden.

- Niet alleen de Cloud patterns, maar ook de Web patterns moeten we nog iets mee. Stel je voor dat onze WebApp die toch aan zo'n 5000 gebruikers wordt aangeboden 10% efficiënter kan worden. Die impact is veel groter dan die paar zonnenpanelen op je dak thuis!
","## Waar kan ik hier meer over lezen?
- <a href=""https://patterns.greensoftware.foundation/"">Green Software Foundation Patterns</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,1,0,"Hardware
",C:\Users\jelle\Downloads\wiki\hardware.md,"# Hardware
","## Wat wordt hiermee bedoeld?
Bij de productie van hardware worden veel schaarse grondstoffen gebruikt, wat jaarlijks zorgt voor een CO2-uitstoot van 2 tot 3 megaton op de Nederlandse markt. Daarnaast produceert Nederland jaarlijks 16 kiloton aan e-waste, wat neerkomt op 22 kilogram per persoon aan afgedankte hardware. Om deze problemen aan te pakken, ligt de focus nu op het verlengen van de levensduur van hardware. Dit kan door hergebruik, reparatie, verkoop of duurzame afvoer. Hierdoor kunnen we onze impact op het milieu verminderen en kostbare grondstoffen besparen.

- Hergebruik: Door hardware opnieuw te gebruiken, verminderen we de vraag naar nieuwe producten en besparen we grondstoffen.

- Reparatie: Het repareren van defecte apparaten verlengt hun levensduur en voorkomt dat ze vroegtijdig als afval eindigen.

- Duurzame afvoer: Hardware die niet meer bruikbaar is, wordt op een milieuvriendelijke manier afgevoerd, bijvoorbeeld door donatie aan initiatieven zoals Closing the Loop.
","## Hoe staan we ervoor?
Wanneer gebruikersapparatuur zoals telefoons en laptops defect raken, geven wij de voorkeur aan reparatie boven vervanging. Dit geldt ook voor apparaten die economisch afgeschreven zijn. Ons doel is om de levensduur van onze apparatuur te verlengen en daarmee bij te dragen aan een duurzamere bedrijfsvoering. Voor hardware die nog functioneert hebben wij de volgende opties:

- Overgebleven hardware kan zakelijk worden overgenomen tegen de dagprijs vanuit het COYD-budget.

- Economisch afgeschreven hardware kan via een interne “marktplaats” privé worden overgenomen.

- Hardware die niemand meer wil wordt duurzaam gedoneerd aan initiatieven zoals Closing the Loop.

","## Waar kan ik hier meer over lezen?
- <a href=""https://data.rvo.nl/subsidies-regelingen/projecten/de-circulaire-it-hardware-keten-%E2%80%93-afterservice"">De Circulaire IT-hardware keten – Afterservice</a>
- <a href=""https://www.closingtheloop.eu/"">Closing the loop</a>
",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,3,0,"Infrastructure as a Service
",C:\Users\jelle\Downloads\wiki\iaas.md,"# Infrastructure as a Service
","## Wat wordt hiermee bedoeld?
Infrastructure as a Service (IaaS) is een cloud computing-model waarbij je veel zaken zelf moet regelen zoals virtual machines, opslag, netwerken en andere computerresources via het internet. In plaats van te investeren in en zelf te beheren van fysieke hardware, kunnen organisaties met IaaS on-demand rekenkracht en opslagcapaciteit huren bij cloudproviders. IaaS is te vergelijken met een pizza kopen in de winkel en thuis afbakken. Je moet best nog veel zelf doen. Als je kijkt vanuit een duurzaamheidsbril en security is dat ook de reden dat je zo min mogelijk IaaS moet willen beheren:

- Veel in eigen beheer en dus ben je zelf verantwoordelijk voor Security patching en efficiënte inrichting.

- PaaS en SaaS zijn doorgaans duurzamer dan IaaS omdat ze meer optimalisatie bieden door gedeeld gebruik van infrastructuur en schaalvoordelen. Dit leidt tot een lager energieverbruik per gebruiker. SaaS is bijzonder efficiënt doordat de software volledig wordt beheerd door de provider, wat energieverspilling minimaliseert.

- IaaS daarentegen is duurzamer dan on-premises infrastructuur, omdat cloudproviders geavanceerde energieoptimalisaties en hernieuwbare energie kunnen toepassen. On-premises systemen verbruiken vaak meer energie door inefficiënt beheer en onderbenutte hardware. Zie ook ['Twin Datacenters'](wiki.html?page=twinDatacenters)

![alt text](wiki/pizzaservice.jpg)
","## Hoe staan we ervoor?
Wigo4it heeft een mantra waar in staat dat we 30 keer per dag willen releasen voor in potentie 200 gemeenten. Dat kan alleen maar als je geen maatwerk schrijft (maatwerk is sowieso niet duurzaam) en zoveel mogelijk gebruik maakt van wat de cloud te bieden heeft. Wij proberen dan ook IaaS tot het minimum te beperken en nemen vooral andere type resources af:

- Container as a Service (CaaS) in de vorm van Azure Kubernetes Service en Container Apps.

- Appservices zoals WebApps

- SQL managed instances (PaaS)

Al deze diensten schalen veel beter dan IaaS diensten, waardoor we onze omgeving zo efficiënt mogelijk inzetten. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://engineering.dunelm.com/pizza-as-a-service-2-0-5085cd4c365e"">Pizza as a Service</a>",,,,,,,unknown,onbekend
Bestuur & Beleid,,,3,1,0,"Inkoopbeleid
",C:\Users\jelle\Downloads\wiki\inkoopbeleid.md,"# Inkoopbeleid
","## Wat wordt hiermee bedoeld?
Een duurzaam inkoopbeleid richt zich op het selecteren van leveranciers die milieuvriendelijke en sociaal verantwoorde producten en diensten aanbieden. Dit omvat criteria voor energie-efficiëntie, herbruikbaarheid, en minimale milieu-impact, evenals ethische overwegingen zoals eerlijke arbeidspraktijken. Het beleid stimuleert het gebruik van lokale leveranciers om transportemissies te verminderen en legt vast dat duurzaamheidseisen in contracten worden opgenomen. Regelmatige evaluatie van leveranciers op duurzaamheidsprestaties is essentieel.

- Richtlijnen voor het selecteren van leveranciers die duurzame producten en diensten aanbieden.
- Criteria voor het beoordelen van de milieuvriendelijkheid van producten, zoals energie-efficiëntie en herbruikbaarheid.
- Procedures om leveranciers te evalueren op hun duurzaamheidsprestaties en maatschappelijke verantwoordelijkheid.
- Initiatieven voor het verminderen van de ecologische voetafdruk door efficiëntere inkoopprocessen.
","## Hoe staan we ervoor?
De afgelopen jaren heeft Wigo4it aanzienlijke stappen gezet in de implementatie van een duurzaam inkoopbeleid. Dit beleid richt zich op het minimaliseren van de ecologische voetafdruk en het bevorderen van maatschappelijk verantwoord ondernemen.

- Het selecteren van leveranciers die gebruikmaken van milieuvriendelijke materialen en productieprocessen.
- Het vastleggen van specifieke duurzaamheidscriteria in contracten, zoals het minimaliseren van verpakkingsmateriaal en het  gebruik van recyclebare materialen.
- Het bevorderen van lokale inkoop om transportgerelateerde emissies te verminderen.
- Het regelmatig evalueren van leveranciers op hun naleving van duurzaamheidsnormen en het samenwerken aan verbeterinitiatieven.
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.pianoo.nl/nl/inkopen-het-kort/wat-moet-ik-weten-over-inkopen/welke-inkoopdoelstellingen-streef-ik-na"">Maatschappelijk verantwoord inkopen</a>",,,,,,,unknown,Bestuur & Beleid
Innovatie & Optimalisatie,,,3,1,0,"Koffie en thee
",C:\Users\jelle\Downloads\wiki\koffieEnThee.md,"# Koffie en thee
","## Wat wordt hiermee bedoeld?

Nederlanders drinken gemiddeld 2 tot 4 koppen koffie per dag. Volgens de berekeningen van de BBC is de ecologische voetafdruk van een kop koffie ongeveer tien keer zo groot als dat van een kop thee. Als je een jaar lang elke dag een kop koffie drinkt, staat dat qua uitstoot gelijk aan 640 kilometer rijden met een gemiddelde benzineauto. 
De gemiddelde koffie van Douwe Egberts of thee van Pickwick worden door miljoenen arbeiders onder slechte leefomstandigheden en lage lonen geoogst en verwerkt. Oneerlijke handelspraktijken zorgen ervoor dat boeren niet altijd een eerlijke prijs krijgen voor hun producten. Daarnaast heeft de productie een aanzienlijke milieu-impact, zoals ontbossing, hoog waterverbruik en vervuiling door pesticiden.
Door te kiezen voor producten met onderstaande keurmerken draag je bij aan betere arbeidsomstandigheden en milieuvriendelijkere praktijken: 

- Rainforest Alliance
- Fairtrade
- UTZ Certified
","## Hoe staan we ervoor?
Wij hebben onderzoek gedaan naar onze koffie en thee. De koffie is van het merk Capriole en heeft alleen het Fairtrade keurmerk. De thee is van Rioba en heeft ook het Fairtrade keurmerk. De koffie kunnen we niet zomaar aanpassen, aangezien dat bij ons contract zit van onze koffiemachines. Dit is een mooi voorbeeld hoe we destijds dus geen rekening hebben gehouden met duurzaamheid tijdens het zoeken van een leverancier. We streven er naar om in de toekomst nog duurzamere koffie aan te schaffen die wel het Rainforest Alliance keurmerk heeft en in Nederland onder betere milieu omstandigheden gebrand wordt zoals <a href=""https://hesselinkkoffie.nl/over-ons/duurzaamheid/"">Hesselink Koffie</a>. Daarnaast zouden we ook kunnen gaan kijken naar korte keten alternatieven zoals <a href=""https://wilder-land.com/"">Wilderland</a>. Kortom:

- We zijn aardig op weg met het Fairtrade keurmerk.

- We kunnen dit verbeteren door leveranciers te zoeken die ook het Rainforest Alliance keurmerk hebben.

- We hebben geleerd dat we voortaan duurzaamheid mee moeten nemen in contracten.

- We kunnen verbeteren door meer korte keten te denken.

- Om rellen te voorkomen tussen de boomers en millenials blijven we nog even af van de melk voor de cappucino ;-| 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.klimaathelpdesk.org/answers/hoe-duurzaam-zijn-koffie-en-thee-en-bestaat-een-klimaatneutrale-cappuccino/#:~:text=Je%20kunt%20de%20impact%20van,suiker%20hebben%20de%20laagste%20klimaatimpact."">Hoe duurzaam zijn koffie en thee? En bestaat een ‘klimaatneutrale’ cappuccino?</a>
- <a href=""https://www.fairtradenederland.nl/"">Fairtrade keurmerk</a>
- <a href=""https://www.rainforest-alliance.org/"">Rainforest Alliance</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,1,0,"Lunch
",C:\Users\jelle\Downloads\wiki\lunch.md,"# Lunch
","## Wat wordt hiermee bedoeld?
De impact van lunches in het bedrijfsleven is aanzienlijk, zowel op het gebied van voedselverspilling als de milieu-impact van de verschillende soorten voeding die worden aangeboden. In bedrijfsrestaurants en kantines wordt een groot deel van de voedselvoorraad verspild. Studies tonen aan dat 10-20% van het voedsel vaak ongebruikt wordt weggegooid. Dit komt door overproductie, verkeerde planning en variërende aantallen eters. 

- Vleesgerechten zijn traditioneel het meest voorkomend in bedrijfsmaaltijden en hebben verruit de hoogste milieu-impact, met aanzienlijke uitstoot van broeikasgassen, landgebruik en waterverbruik.

- Vis komt minder vaak voor dan vlees, maar is nog steeds een belangrijk onderdeel van bedrijfsmaaltijden vanwege de perceptie van vis als een gezondere optie. De milieu-impact van vis varieert afhankelijk van de vangstmethode en soort, waarbij overbevissing en niet-duurzame visserijmethoden grote zorgen zijn.

- De vraag naar vegetarische en veganistische opties groeit gestaag door gezondheidsbewuste werknemers en een toenemend milieubewustzijn. Plantaardige diëten hebben over het algemeen een lagere milieu-impact dan dierlijke producten, met minder uitstoot van broeikasgassen, lager waterverbruik en minder landgebruik. Veganistische diëten zijn doorgaans het meest duurzaam, met de laagste uitstoot van broeikasgassen, minimaal waterverbruik en het minste landgebruik. Het bevorderen van vegetarische en veganistische opties in bedrijfsmaaltijden kan daarom de milieu-impact aanzienlijk verkleinen.
","## Hoe staan we ervoor?
De meeste collega's halen in de buurt van het kantoor iets te eten of nemen zelf eten mee. We hebben geen bedrijfskantine. Heel soms worden er lunches georganiseerd, bijvoorbeeld bij onze heilige kwartaalmeetings of als er klanten / leveranciers met een grote groep langskomen tijdens lunchtijd. Wat doen we al wel en wat doen we nog niet?

- We stimuleren nog te weinig het gezonde eten. Er is veel ongezond voedsel te halen in en rondom onze vestiging. 

- We zorgen wel op de drukke dagen voor vers fruit. Snoeptomaatjes, peren, appels, bananen, kiwi's, dadels etc. 

- Als we lunch bestellen is dat nu nog 50/50. De helft is vlees en vis, de andere helft is vegetarisch en vegan. 

- We gooien nagenoeg niets weg. Als we lunch bestellen dan zijn er altijd collega's die zelfs om 16:30 nog denken: ""Laat ik dit sompige broodje is lekker op eten"".
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.eur.nl/en/ice/media/2022-08-scriptie-csr-fenna-van-beurden-15-februari-2022-pdf"">Wat is de impact van vlees of vis bij de lunch?</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,1,0,"Agile Sustainability Manifesto
",C:\Users\jelle\Downloads\wiki\manifesto.md,"# Agile Sustainability Manifesto
","## Wat wordt hiermee bedoeld?
Het Agile sustainability manifesto bestaat uit vier kernwaarden en twaalf principes, geïnspireerd door het originele Agile Manifesto. De kernwaarden benadrukken onder andere de noodzaak om duurzame oplossingen te ontwikkelen, de verantwoordelijkheid te nemen voor milieueffecten en het belang van samenwerking met stakeholders om duurzame doelen te bereiken. De principes van het manifesto benadrukken de integratie van duurzaamheid in elke fase van het ontwikkelingsproces. Dit omvat het minimaliseren van energieverbruik, het bevorderen van herbruikbare oplossingen, en het stimuleren van bewustwording over de impact van software en systemen op het milieu.
Het Agile Sustainability Manifesto biedt dus een raamwerk voor organisaties die duurzaamheid willen verankeren in hun agile werkwijzen en helpt bij het maken van keuzes die zowel bedrijfs- als milieudoelen ondersteunen. De vier kernwaarden zijn:

- Mens en planeet __boven__ winst

We geven voorrang aan het welzijn van de omgeving (ecosysteemdiensten en biodiversiteit) en mensen (individuen, gemeenschappen en toekomstige generaties) __boven__ financiële (kortetermijn) winsten en bevorderen zo een regeneratieve en rechtvaardige wereld.

- Aanpassingsvermogen __boven__ rigiditeit

We omarmen verandering als een kans voor groei, veerkracht en duurzaamheid, waarbij we aanpassingsvermogen belangrijker vinden dan rigide plannen en structuren. Aanpassingsvermogen aan veranderende omstandigheden is een belangrijke vaardigheid met het oog op klimaatverandering.

- Overvloed __boven__ schaarste

Bewust afstappen van verhalen en culturen over winnaars en verliezers. Weg blijven van het vergroten van marktaandeel ten koste van anderen, weg blijven van elkaar de schuld geven en in plaats daarvan samenwerken over grenzen heen. Dit leidt tot een mindset van overvloed, waarin ""het geheel meer waarde heeft dan de afzonderlijke delen samen.""

- Waarde __boven__ verbruik

We zetten ons in om het energie-, materiaal- en transportgebruik in al onze activiteiten te minimaliseren. Met lef altijd de belangrijkste waarde voorop stellen pleiten we voor verantwoord gebruik van grondstoffen en bewuste consumptie op onze eindige planeet.

","## Hoe staan we ervoor?
Beschrijf hoe we ervoor staan. Geef voorbeelden in bullets:

- 

- 

- 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.agilealliance.org/sustainability-manifesto/"">Sustainability Manifesto</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,1,0,"Duurzaamheid met On-Demand Resources
",C:\Users\jelle\Downloads\wiki\onDemand.md,"# Duurzaamheid met On-Demand Resources
","## Inleiding

In de huidige digitale wereld is duurzaamheid een belangrijk thema. Bedrijven zoeken naar manieren om hun ecologische voetafdruk te verkleinen en tegelijkertijd kosten te besparen. Een van de strategieën die hierbij kan helpen, is het gebruik van on-demand resources in de cloud. Door bijvoorbeeld testomgevingen in de avond en het weekend uit te zetten, kan aanzienlijk worden bespaard op energie en kosten.
","## Wat zijn On-Demand Resources?

On-demand resources zijn cloud-gebaseerde IT-resources zoals servers, opslag en netwerken die naar behoefte kunnen worden ingeschakeld en uitgeschakeld. Dit biedt bedrijven de flexibiliteit om alleen te betalen voor wat ze daadwerkelijk gebruiken, in plaats van te investeren in permanente infrastructuur die misschien niet altijd volledig wordt benut.
","## Voordelen van On-Demand Resources

### 1. **Kostenbesparing**
Door het gebruik van on-demand resources kunnen bedrijven hun IT-kosten drastisch verlagen. U hoeft niet te betalen voor ongebruikte capaciteit en kunt resources in- en uitschakelen op basis van de daadwerkelijke vraag.

### 2. **Flexibiliteit en Schaalbaarheid**
On-demand resources kunnen snel worden geschaald om aan veranderende behoeften te voldoen. Dit is bijzonder nuttig voor bedrijven die seizoensgebonden pieken in de vraag ervaren of die regelmatig nieuwe projecten starten.

### 3. **Duurzaamheid**
Het inschakelen van resources wanneer ze nodig zijn en het uitschakelen wanneer ze niet in gebruik zijn, vermindert het energieverbruik aanzienlijk. Dit draagt direct bij aan een lagere ecologische voetafdruk.
",,,"## Hoe On-Demand Resources bijdragen aan Duurzaamheid

### 1. **Testomgevingen in de Avond en Weekend Uitzetten**
Testomgevingen worden vaak gebruikt tijdens kantooruren, maar blijven soms 's avonds en in het weekend aan staan zonder dat ze actief worden gebruikt. Door deze omgevingen automatisch uit te zetten buiten werktijden, kan veel energie worden bespaard.

#### Implementatie:
- **Automatisering**: Gebruik automatiseringsscripts of cloudbeheer tools om testomgevingen op vooraf ingestelde tijden uit te schakelen.
- **Planning**: Stel een schema op voor het gebruik van testomgevingen en zorg ervoor dat deze alleen ingeschakeld zijn tijdens actieve gebruiksuren.

### 2. **Gebruik van Energie-efficiënte Servers**
Cloud providers investeren voortdurend in energie-efficiënte hardware en koelsystemen. Door gebruik te maken van on-demand cloud resources, profiteert u indirect van deze verbeteringen.

### 3. **Optimalisatie van Resource Gebruik**
Door nauwkeurige monitoring en analyse van resourcegebruik kunt u inefficiënties identificeren en aanpakken. Dit leidt tot minder verspilling van resources en dus een duurzamer gebruik van IT-infrastructuur.
","## Praktische Tips voor Duurzaam Gebruik van On-Demand Resources

1. **Monitoren en Rapporteren**: Houd het gebruik van resources continu in de gaten en genereer rapporten om patronen te identificeren en optimalisatiemogelijkheden te ontdekken.
2. **Automatisering**: Automatiseer zoveel mogelijk processen om het in- en uitschakelen van resources te optimaliseren.
3. **Bewustzijn**: Zorg ervoor dat uw team bewust is van de voordelen van duurzaam IT-gebruik en moedig best practices aan.
4. **Samenwerken met Cloud Providers**: Werk samen met uw cloud provider om toegang te krijgen tot de nieuwste tools en technieken voor duurzaam resourcebeheer.
","## Conclusie

Het gebruik van on-demand resources biedt bedrijven niet alleen kostenbesparingen en flexibiliteit, maar speelt ook een cruciale rol in het bevorderen van duurzaamheid. Door testomgevingen in de avond en het weekend uit te zetten, kunnen bedrijven hun energieverbruik en ecologische voetafdruk aanzienlijk verminderen. Door bewust om te gaan met resourcegebruik en te investeren in automatisering en monitoring, kunnen bedrijven hun IT-infrastructuur optimaliseren voor een duurzamere toekomst.
","## Aanvullende Bronnen
- <a href=""https://azure.microsoft.com/en-us/solutions/sustainability/"">Cloud Sustainability - Microsoft Azure</a>
- <a href=""https://aws.amazon.com/sustainability/"">AWS Sustainability</a>
- <a href=""https://cloud.google.com/sustainability"">Google Cloud Sustainability</a>
",unknown,onbekend
Innovatie & Optimalisatie,,,2,3,0,"Pets
",C:\Users\jelle\Downloads\wiki\pets.md,"# Pets
","## Wat wordt hiermee bedoeld?

In de context duurzaamheid verwijst pets naar servers die individueel geconfigureerd zijn en persoonlijke aandacht vereisen voor onderhoud en vervanging. 

- Door servers individueel te configureren en te beheren, kunnen ze niet gemakkelijk afgeschaald worden wanneer de vraag afneemt, wat resulteert in onnodig energieverbruik.

- Omdat 'pets'-servers uniek zijn, is het noodzakelijk om individuele back-ups te maken en te beheren, wat extra middelen en opslagruimte vergt.

- Dit model (pets) is minder geschikt voor self-service omgevingen waarbij resources op aanvraag worden opgebouwd en afgebroken (Pay-As-You-Go, PAYG). Hierdoor draaien omgevingen vaak door, zelfs wanneer ze niet daadwerkelijk gebruikt worden, wat leidt tot verspilling van resources en energie.
","## Hoe staan we ervoor?

Alle statische componenten die cloud native draaien zijn gebaseerd op het ['cattle'](wiki.html?page=cattle)-model. Dit betekent dat ze identiek zijn geconfigureerd en eenvoudig vervangen kunnen worden zonder individuele aandacht. Samenvattend kunnen we zeggen dat alleen onze productie databases nog als pets worden behandeld, terwijl de onderliggende infrastructuur, zoals de database-server zelf, ook volgens het 'cattle' model functioneert.

- Wij hebben ongeveer 30% van onze workloads verhuisd naar Azure VMware Solutions (AVS), zodat wij onze beide fysieke datacenters kunnen afbouwen. Zie AVS als een dierenpension vol met pets. De komende twee jaar worden de pets of uitgefaseerd of omgebouwd tot cattle.
","## Waar kan ik hier meer over lezen?
- <a href=""https://cloudscaling.com/blog/cloud-computing/the-history-of-pets-vs-cattle/"">The History of Pets vs Cattle and How to Use the Analogy Properly</a>",,,,,,,unknown,onbekend
